"species","loc","year","lat","long","family","genus","n.ind","n.pos","total.ind","total.loc"
"Mixophyes fleayi","153.14,-28.218",2005,-28.218,153.14,"Myobatrachidae","Mixophyes",70,1,472,19
"Mixophyes fleayi","153.311,-28.233",2000,-28.233,153.311,"Myobatrachidae","Mixophyes",2,0,472,19
"Mixophyes iteratus","152.475,-26.694",2000,-26.694,152.475,"Myobatrachidae","Mixophyes",1,0,590,14
"Mixophyes iteratus","152.807,-26.513",1998,-26.513,152.807,"Myobatrachidae","Mixophyes",5,0,590,14
"Mixophyes iteratus","152.848,-26.795",2000,-26.795,152.848,"Myobatrachidae","Mixophyes",1,0,590,14
"Mixophyes iteratus","152.851,-26.802",2000,-26.802,152.851,"Myobatrachidae","Mixophyes",1,0,590,14
"Mixophyes iteratus","152.856,-26.565",2000,-26.565,152.856,"Myobatrachidae","Mixophyes",1,0,590,14
"Mixophyes iteratus","152.877,-26.84",2000,-26.84,152.877,"Myobatrachidae","Mixophyes",3,0,590,14
"Mixophyes iteratus","152.879,-26.836",2003,-26.836,152.879,"Myobatrachidae","Mixophyes",50,2,590,14
"Mixophyes iteratus","152.879,-26.836",2004,-26.836,152.879,"Myobatrachidae","Mixophyes",218,16,590,14
"Mixophyes iteratus","152.879,-26.836",2005,-26.836,152.879,"Myobatrachidae","Mixophyes",204,36,590,14
"Mixophyes iteratus","152.89,-26.83",2003,-26.83,152.89,"Myobatrachidae","Mixophyes",101,15,590,14
"Mixophyes iteratus","153.118,-30.182",1998,-30.182,153.118,"Myobatrachidae","Mixophyes",1,0,590,14
"Mixophyes iteratus","153.168,-28.448",1998,-28.448,153.168,"Myobatrachidae","Mixophyes",2,0,590,14
"Mixophyes iteratus","153.234,-29.348",1997,-29.348,153.234,"Myobatrachidae","Mixophyes",1,0,590,14
"Mixophyes iteratus","153.268,-28.284",2004,-28.284,153.268,"Myobatrachidae","Mixophyes",1,0,590,14
"Pseudophryne corroboree","148.222,-36.104",2006,-36.104,148.222,"Myobatrachidae","Pseudophryne",1,0,171,32
"Pseudophryne corroboree","148.235,-36.102",1999,-36.102,148.235,"Myobatrachidae","Pseudophryne",9,0,171,32
"Pseudophryne corroboree","148.235,-36.102",2000,-36.102,148.235,"Myobatrachidae","Pseudophryne",10,1,171,32
"Pseudophryne corroboree","148.235,-36.102",2005,-36.102,148.235,"Myobatrachidae","Pseudophryne",2,1,171,32
"Pseudophryne corroboree","148.235,-36.102",2006,-36.102,148.235,"Myobatrachidae","Pseudophryne",2,1,171,32
"Pseudophryne corroboree","148.237,-36.11",2005,-36.11,148.237,"Myobatrachidae","Pseudophryne",6,6,171,32
"Pseudophryne corroboree","148.239,-36.096",1998,-36.096,148.239,"Myobatrachidae","Pseudophryne",14,0,171,32
"Pseudophryne corroboree","148.239,-36.096",1999,-36.096,148.239,"Myobatrachidae","Pseudophryne",17,0,171,32
"Pseudophryne corroboree","148.239,-36.096",2000,-36.096,148.239,"Myobatrachidae","Pseudophryne",19,1,171,32
"Pseudophryne corroboree","148.239,-36.096",2005,-36.096,148.239,"Myobatrachidae","Pseudophryne",5,2,171,32
"Pseudophryne corroboree","148.239,-36.096",2006,-36.096,148.239,"Myobatrachidae","Pseudophryne",6,2,171,32
"Pseudophryne corroboree","148.261,-36.041",2005,-36.041,148.261,"Myobatrachidae","Pseudophryne",2,1,171,32
"Pseudophryne corroboree","148.261,-36.041",2006,-36.041,148.261,"Myobatrachidae","Pseudophryne",8,4,171,32
"Pseudophryne corroboree","148.263,-36.046",2005,-36.046,148.263,"Myobatrachidae","Pseudophryne",4,3,171,32
"Pseudophryne corroboree","148.314,-36.119",2005,-36.119,148.314,"Myobatrachidae","Pseudophryne",1,1,171,32
"Pseudophryne corroboree","148.314,-36.119",2006,-36.119,148.314,"Myobatrachidae","Pseudophryne",4,2,171,32
"Pseudophryne corroboree","148.321,-36.031",1998,-36.031,148.321,"Myobatrachidae","Pseudophryne",16,4,171,32
"Pseudophryne corroboree","148.324,-36.035",1998,-36.035,148.324,"Myobatrachidae","Pseudophryne",2,0,171,32
"Pseudophryne corroboree","148.324,-36.035",1999,-36.035,148.324,"Myobatrachidae","Pseudophryne",2,0,171,32
"Pseudophryne corroboree","148.324,-36.035",2000,-36.035,148.324,"Myobatrachidae","Pseudophryne",2,0,171,32
"Pseudophryne corroboree","148.324,-36.035",2006,-36.035,148.324,"Myobatrachidae","Pseudophryne",2,0,171,32
"Pseudophryne corroboree","148.332,-36.023",1998,-36.023,148.332,"Myobatrachidae","Pseudophryne",7,1,171,32
"Pseudophryne corroboree","148.332,-36.023",1999,-36.023,148.332,"Myobatrachidae","Pseudophryne",3,0,171,32
"Pseudophryne corroboree","148.332,-36.023",2000,-36.023,148.332,"Myobatrachidae","Pseudophryne",4,0,171,32
"Pseudophryne corroboree","148.332,-36.023",2005,-36.023,148.332,"Myobatrachidae","Pseudophryne",3,0,171,32
"Pseudophryne corroboree","148.335,-35.976",2005,-35.976,148.335,"Myobatrachidae","Pseudophryne",1,0,171,32
"Pseudophryne corroboree","148.335,-35.976",2006,-35.976,148.335,"Myobatrachidae","Pseudophryne",1,0,171,32
"Pseudophryne corroboree","148.344,-35.991",2005,-35.991,148.344,"Myobatrachidae","Pseudophryne",3,0,171,32
"Pseudophryne corroboree","148.35,-36.117",1992,-36.117,148.35,"Myobatrachidae","Pseudophryne",7,4,171,32
"Pseudophryne corroboree","148.351,-36.165",1979,-36.165,148.351,"Myobatrachidae","Pseudophryne",1,0,171,32
"Pseudophryne corroboree","148.385,-36.132",1992,-36.132,148.385,"Myobatrachidae","Pseudophryne",4,4,171,32
"Pseudophryne pengilleyi","148.353,-35.487",2012,-35.487,148.353,"Myobatrachidae","Pseudophryne",216,59,643,40
"Pseudophryne pengilleyi","148.393,-35.526",1997,-35.526,148.393,"Myobatrachidae","Pseudophryne",30,0,643,40
"Pseudophryne pengilleyi","148.393,-35.526",1998,-35.526,148.393,"Myobatrachidae","Pseudophryne",3,0,643,40
"Pseudophryne pengilleyi","148.409,-35.549",1997,-35.549,148.409,"Myobatrachidae","Pseudophryne",13,0,643,40
"Pseudophryne pengilleyi","148.443,-35.547",2006,-35.547,148.443,"Myobatrachidae","Pseudophryne",24,1,643,40
"Pseudophryne pengilleyi","148.465,-35.569",2006,-35.569,148.465,"Myobatrachidae","Pseudophryne",11,2,643,40
"Pseudophryne pengilleyi","148.533,-35.3",2006,-35.3,148.533,"Myobatrachidae","Pseudophryne",21,4,643,40
"Pseudophryne pengilleyi","148.598,-35.464",1997,-35.464,148.598,"Myobatrachidae","Pseudophryne",27,0,643,40
"Pseudophryne pengilleyi","148.598,-35.464",1999,-35.464,148.598,"Myobatrachidae","Pseudophryne",13,0,643,40
"Pseudophryne pengilleyi","148.598,-35.464",2006,-35.464,148.598,"Myobatrachidae","Pseudophryne",15,0,643,40
"Pseudophryne pengilleyi","148.601,-35.438",1997,-35.438,148.601,"Myobatrachidae","Pseudophryne",28,1,643,40
"Pseudophryne pengilleyi","148.601,-35.438",2006,-35.438,148.601,"Myobatrachidae","Pseudophryne",15,0,643,40
"Pseudophryne pengilleyi","148.602,-35.269",2006,-35.269,148.602,"Myobatrachidae","Pseudophryne",11,0,643,40
"Pseudophryne pengilleyi","148.608,-35.492",1992,-35.492,148.608,"Myobatrachidae","Pseudophryne",6,2,643,40
"Pseudophryne pengilleyi","148.611,-35.348",2006,-35.348,148.611,"Myobatrachidae","Pseudophryne",15,0,643,40
"Pseudophryne pengilleyi","148.77,-35.601",1997,-35.601,148.77,"Myobatrachidae","Pseudophryne",7,0,643,40
"Pseudophryne pengilleyi","148.77,-35.601",2000,-35.601,148.77,"Myobatrachidae","Pseudophryne",12,0,643,40
"Pseudophryne pengilleyi","148.773,-35.575",1997,-35.575,148.773,"Myobatrachidae","Pseudophryne",9,1,643,40
"Pseudophryne pengilleyi","148.773,-35.575",1998,-35.575,148.773,"Myobatrachidae","Pseudophryne",2,0,643,40
"Pseudophryne pengilleyi","148.773,-35.575",2006,-35.575,148.773,"Myobatrachidae","Pseudophryne",3,0,643,40
"Pseudophryne pengilleyi","148.775,-35.615",1997,-35.615,148.775,"Myobatrachidae","Pseudophryne",8,0,643,40
"Pseudophryne pengilleyi","148.775,-35.615",1998,-35.615,148.775,"Myobatrachidae","Pseudophryne",1,0,643,40
"Pseudophryne pengilleyi","148.78,-35.523",1997,-35.523,148.78,"Myobatrachidae","Pseudophryne",3,0,643,40
"Pseudophryne pengilleyi","148.78,-35.523",1998,-35.523,148.78,"Myobatrachidae","Pseudophryne",34,1,643,40
"Pseudophryne pengilleyi","148.78,-35.523",1999,-35.523,148.78,"Myobatrachidae","Pseudophryne",1,0,643,40
"Pseudophryne pengilleyi","148.783,-35.517",1993,-35.517,148.783,"Myobatrachidae","Pseudophryne",1,0,643,40
"Pseudophryne pengilleyi","148.784,-35.52",1997,-35.52,148.784,"Myobatrachidae","Pseudophryne",8,0,643,40
"Pseudophryne pengilleyi","148.784,-35.52",1999,-35.52,148.784,"Myobatrachidae","Pseudophryne",5,0,643,40
"Pseudophryne pengilleyi","148.792,-35.625",1992,-35.625,148.792,"Myobatrachidae","Pseudophryne",4,0,643,40
"Pseudophryne pengilleyi","148.809,-35.3",1997,-35.3,148.809,"Myobatrachidae","Pseudophryne",7,0,643,40
"Pseudophryne pengilleyi","148.809,-35.3",1999,-35.3,148.809,"Myobatrachidae","Pseudophryne",5,0,643,40
"Pseudophryne pengilleyi","148.809,-35.3",2006,-35.3,148.809,"Myobatrachidae","Pseudophryne",2,0,643,40
"Pseudophryne pengilleyi","148.811,-35.283",1992,-35.283,148.811,"Myobatrachidae","Pseudophryne",6,1,643,40
"Pseudophryne pengilleyi","148.811,-35.283",1993,-35.283,148.811,"Myobatrachidae","Pseudophryne",4,2,643,40
"Pseudophryne pengilleyi","148.812,-35.286",1997,-35.286,148.812,"Myobatrachidae","Pseudophryne",42,1,643,40
"Pseudophryne pengilleyi","148.812,-35.286",1998,-35.286,148.812,"Myobatrachidae","Pseudophryne",5,0,643,40
"Pseudophryne pengilleyi","148.818,-35.298",2009,-35.298,148.818,"Myobatrachidae","Pseudophryne",1,0,643,40
"Pseudophryne pengilleyi","148.829,-35.272",1997,-35.272,148.829,"Myobatrachidae","Pseudophryne",17,0,643,40
"Pseudophryne pengilleyi","148.829,-35.272",1999,-35.272,148.829,"Myobatrachidae","Pseudophryne",5,0,643,40
"Pseudophryne pengilleyi","148.829,-35.272",2006,-35.272,148.829,"Myobatrachidae","Pseudophryne",3,0,643,40
"Taudactylus eungellensis","148.615,-21.027",1994,-21.027,148.615,"Myobatrachidae","Taudactylus",2,0,357,15
"Taudactylus eungellensis","148.633,-21.053",1994,-21.053,148.633,"Myobatrachidae","Taudactylus",43,8,357,15
"Taudactylus eungellensis","148.633,-21.053",1995,-21.053,148.633,"Myobatrachidae","Taudactylus",50,10,357,15
"Taudactylus eungellensis","148.633,-21.053",1996,-21.053,148.633,"Myobatrachidae","Taudactylus",45,10,357,15
"Taudactylus eungellensis","148.633,-21.053",1997,-21.053,148.633,"Myobatrachidae","Taudactylus",7,3,357,15
"Taudactylus eungellensis","148.633,-21.067",1995,-21.067,148.633,"Myobatrachidae","Taudactylus",1,1,357,15
"Taudactylus eungellensis","148.638,-21.071",1994,-21.071,148.638,"Myobatrachidae","Taudactylus",4,1,357,15
"Taudactylus eungellensis","148.639,-21.062",1995,-21.062,148.639,"Myobatrachidae","Taudactylus",90,11,357,15
"Taudactylus eungellensis","148.639,-21.062",1996,-21.062,148.639,"Myobatrachidae","Taudactylus",72,2,357,15
"Taudactylus eungellensis","148.639,-21.062",1997,-21.062,148.639,"Myobatrachidae","Taudactylus",14,1,357,15
"Taudactylus eungellensis","148.64,-21.06",2005,-21.06,148.64,"Myobatrachidae","Taudactylus",1,1,357,15
"Taudactylus eungellensis","148.648,-21.071",1994,-21.071,148.648,"Myobatrachidae","Taudactylus",7,1,357,15
"Taudactylus eungellensis","148.648,-21.071",1995,-21.071,148.648,"Myobatrachidae","Taudactylus",13,3,357,15
"Taudactylus eungellensis","148.648,-21.071",1996,-21.071,148.648,"Myobatrachidae","Taudactylus",7,0,357,15
"Taudactylus eungellensis","148.648,-21.071",1997,-21.071,148.648,"Myobatrachidae","Taudactylus",1,0,357,15
