"species","loc","year","lat","long","family","genus","n.ind","n.pos","total.ind","total.loc"
"Litoria pearsoniana","153.153,-28.224",2004,-28.224,153.153,"Pelodryadidae","Litoria",36,18,1414,75
"Litoria pearsoniana","153.153,-28.224",2005,-28.224,153.153,"Pelodryadidae","Litoria",30,12,1414,75
"Litoria pearsoniana","153.16,-28.245",2004,-28.245,153.16,"Pelodryadidae","Litoria",1,1,1414,75
"Litoria pearsoniana","153.16,-28.245",2005,-28.245,153.16,"Pelodryadidae","Litoria",1,1,1414,75
"Litoria pearsoniana","153.168,-28.448",1997,-28.448,153.168,"Pelodryadidae","Litoria",8,2,1414,75
"Litoria pearsoniana","153.168,-28.448",1998,-28.448,153.168,"Pelodryadidae","Litoria",2,0,1414,75
"Litoria pearsoniana","153.223,-28.225",2005,-28.225,153.223,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.223,-28.225",2006,-28.225,153.223,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.242,-28.233",2005,-28.233,153.242,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.242,-28.233",2006,-28.233,153.242,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.248,-28.163",2005,-28.163,153.248,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.248,-28.163",2006,-28.163,153.248,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.268,-28.183",2005,-28.183,153.268,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.268,-28.183",2006,-28.183,153.268,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.268,-28.284",2004,-28.284,153.268,"Pelodryadidae","Litoria",70,43,1414,75
"Litoria pearsoniana","153.268,-28.398",1998,-28.398,153.268,"Pelodryadidae","Litoria",3,0,1414,75
"Litoria pearsoniana","153.268,-28.665",1998,-28.665,153.268,"Pelodryadidae","Litoria",1,0,1414,75
"Litoria pearsoniana","153.271,-28.189",2005,-28.189,153.271,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.271,-28.189",2006,-28.189,153.271,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.272,-28.195",2005,-28.195,153.272,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.272,-28.195",2006,-28.195,153.272,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.272,-28.225",2005,-28.225,153.272,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.272,-28.225",2006,-28.225,153.272,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.275,-28.224",2005,-28.224,153.275,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.275,-28.224",2006,-28.224,153.275,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.276,-28.226",2005,-28.226,153.276,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.276,-28.226",2006,-28.226,153.276,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.285,-28.224",2005,-28.224,153.285,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.285,-28.224",2006,-28.224,153.285,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.307,-28.171",2005,-28.171,153.307,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.307,-28.171",2006,-28.171,153.307,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.307,-28.18",2005,-28.18,153.307,"Pelodryadidae","Litoria",12,7,1414,75
"Litoria pearsoniana","153.307,-28.18",2006,-28.18,153.307,"Pelodryadidae","Litoria",12,4,1414,75
"Litoria pearsoniana","153.311,-28.233",1999,-28.233,153.311,"Pelodryadidae","Litoria",1,1,1414,75
"Litoria pearsoniana","153.318,-28.398",1998,-28.398,153.318,"Pelodryadidae","Litoria",1,0,1414,75
"Litoria pearsoniana","153.335,-28.632",1998,-28.632,153.335,"Pelodryadidae","Litoria",5,0,1414,75
"Litoria pearsoniana","153.351,-28.582",1998,-28.582,153.351,"Pelodryadidae","Litoria",2,0,1414,75
"Litoria peronii","144.961,-37.767",2000,-37.767,144.961,"Pelodryadidae","Litoria",7,0,98,13
"Litoria peronii","145.457,-17.438",2007,-17.438,145.457,"Pelodryadidae","Litoria",1,0,98,13
"Litoria peronii","147.542,-30.681",2009,-30.681,147.542,"Pelodryadidae","Litoria",27,2,98,13
"Litoria peronii","150.761,-33.63",2000,-33.63,150.761,"Pelodryadidae","Litoria",2,2,98,13
"Litoria peronii","150.818,-32.573",2000,-32.573,150.818,"Pelodryadidae","Litoria",1,0,98,13
"Litoria peronii","151.07,-33.841",2006,-33.841,151.07,"Pelodryadidae","Litoria",5,1,98,13
"Litoria peronii","151.072,-33.838",2006,-33.838,151.072,"Pelodryadidae","Litoria",30,3,98,13
"Litoria peronii","151.1,-27.35",1999,-27.35,151.1,"Pelodryadidae","Litoria",1,0,98,13
"Litoria peronii","151.698,-32.845",2006,-32.845,151.698,"Pelodryadidae","Litoria",13,2,98,13
"Litoria peronii","152.483,-27.483",2000,-27.483,152.483,"Pelodryadidae","Litoria",7,7,98,13
"Litoria peronii","152.607,-26.68",2006,-26.68,152.607,"Pelodryadidae","Litoria",2,0,98,13
"Litoria peronii","152.852,-30.654",1998,-30.654,152.852,"Pelodryadidae","Litoria",1,1,98,13
"Litoria peronii","153.118,-30.315",1998,-30.315,153.118,"Pelodryadidae","Litoria",1,1,98,13
"Litoria raniformis","138.589,-34.945",1998,-34.945,138.589,"Pelodryadidae","Litoria",1,1,700,10
"Litoria raniformis","138.62,-35.348",1998,-35.348,138.62,"Pelodryadidae","Litoria",1,1,700,10
"Litoria raniformis","140.12,-37.4",2008,-37.4,140.12,"Pelodryadidae","Litoria",8,2,700,10
"Litoria raniformis","140.72,-36.97",2008,-36.97,140.72,"Pelodryadidae","Litoria",84,2,700,10
"Litoria raniformis","140.74,-36.98",2008,-36.98,140.74,"Pelodryadidae","Litoria",4,0,700,10
"Litoria raniformis","140.95,-36.71",2008,-36.71,140.95,"Pelodryadidae","Litoria",3,1,700,10
"Litoria raniformis","141.03,-34.02",2009,-34.02,141.03,"Pelodryadidae","Litoria",72,0,700,10
"Litoria raniformis","141.15,-34.03",2008,-34.03,141.15,"Pelodryadidae","Litoria",6,1,700,10
"Litoria raniformis","144.917,-37.398",2010,-37.398,144.917,"Pelodryadidae","Litoria",1,0,700,10
"Litoria raniformis","144.957,-34.632",2004,-34.632,144.957,"Pelodryadidae","Litoria",520,145,700,10
"Litoria rheocola","138.708,-34.985",2010,-34.985,138.708,"Pelodryadidae","Litoria",1,1,3926,86
"Litoria rheocola","145.209,-15.891",1998,-15.891,145.209,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.209,-15.891",2001,-15.891,145.209,"Pelodryadidae","Litoria",13,1,3926,86
"Litoria rheocola","145.21,-15.89",2004,-15.89,145.21,"Pelodryadidae","Litoria",127,57,3926,86
"Litoria rheocola","145.21,-15.89",2005,-15.89,145.21,"Pelodryadidae","Litoria",136,40,3926,86
"Litoria rheocola","145.262,-15.71",2000,-15.71,145.262,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.262,-15.71",2001,-15.71,145.262,"Pelodryadidae","Litoria",5,1,3926,86
"Litoria rheocola","145.262,-15.71",2002,-15.71,145.262,"Pelodryadidae","Litoria",28,0,3926,86
"Litoria rheocola","145.264,-15.708",2004,-15.708,145.264,"Pelodryadidae","Litoria",56,29,3926,86
"Litoria rheocola","145.264,-15.708",2005,-15.708,145.264,"Pelodryadidae","Litoria",75,18,3926,86
"Litoria rheocola","145.273,-15.714",1993,-15.714,145.273,"Pelodryadidae","Litoria",7,1,3926,86
"Litoria rheocola","145.292,-15.785",1999,-15.785,145.292,"Pelodryadidae","Litoria",7,0,3926,86
"Litoria rheocola","145.292,-15.785",2000,-15.785,145.292,"Pelodryadidae","Litoria",7,0,3926,86
"Litoria rheocola","145.292,-15.785",2001,-15.785,145.292,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.297,-15.79",1999,-15.79,145.297,"Pelodryadidae","Litoria",8,0,3926,86
"Litoria rheocola","145.297,-15.79",2000,-15.79,145.297,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.297,-15.79",2001,-15.79,145.297,"Pelodryadidae","Litoria",4,0,3926,86
"Litoria rheocola","145.317,-15.81",1998,-15.81,145.317,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.317,-15.81",1999,-15.81,145.317,"Pelodryadidae","Litoria",5,0,3926,86
"Litoria rheocola","145.317,-15.81",2000,-15.81,145.317,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.317,-15.81",2001,-15.81,145.317,"Pelodryadidae","Litoria",4,0,3926,86
"Litoria rheocola","145.325,-16.475",1999,-16.475,145.325,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.325,-16.475",2000,-16.475,145.325,"Pelodryadidae","Litoria",5,0,3926,86
"Litoria rheocola","145.457,-16.063",1999,-16.063,145.457,"Pelodryadidae","Litoria",5,0,3926,86
"Litoria rheocola","145.457,-16.063",2000,-16.063,145.457,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.457,-16.067",1999,-16.067,145.457,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.457,-16.067",2000,-16.067,145.457,"Pelodryadidae","Litoria",5,0,3926,86
"Litoria rheocola","145.633,-17.75",2007,-17.75,145.633,"Pelodryadidae","Litoria",530,193,3926,86
"Litoria rheocola","145.633,-17.767",2005,-17.767,145.633,"Pelodryadidae","Litoria",32,3,3926,86
"Litoria rheocola","145.633,-17.767",2006,-17.767,145.633,"Pelodryadidae","Litoria",225,75,3926,86
"Litoria rheocola","145.633,-17.767",2007,-17.767,145.633,"Pelodryadidae","Litoria",167,52,3926,86
"Litoria rheocola","145.644,-17.775",2010,-17.775,145.644,"Pelodryadidae","Litoria",2,2,3926,86
"Litoria rheocola","145.645,-17.773",2010,-17.773,145.645,"Pelodryadidae","Litoria",490,77,3926,86
"Litoria rheocola","145.645,-17.774",1998,-17.774,145.645,"Pelodryadidae","Litoria",4,0,3926,86
"Litoria rheocola","145.645,-17.774",1999,-17.774,145.645,"Pelodryadidae","Litoria",52,1,3926,86
"Litoria rheocola","145.645,-17.774",2000,-17.774,145.645,"Pelodryadidae","Litoria",33,4,3926,86
"Litoria rheocola","145.645,-17.774",2001,-17.774,145.645,"Pelodryadidae","Litoria",29,1,3926,86
"Litoria rheocola","145.645,-17.774",2002,-17.774,145.645,"Pelodryadidae","Litoria",15,1,3926,86
"Litoria rheocola","145.646,-17.772",2004,-17.772,145.646,"Pelodryadidae","Litoria",22,9,3926,86
"Litoria rheocola","145.646,-17.772",2005,-17.772,145.646,"Pelodryadidae","Litoria",20,6,3926,86
"Litoria rheocola","145.678,-16.967",1999,-16.967,145.678,"Pelodryadidae","Litoria",4,0,3926,86
"Litoria rheocola","145.678,-16.967",2002,-16.967,145.678,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.702,-17.427",1998,-17.427,145.702,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.702,-17.427",2001,-17.427,145.702,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.703,-17.426",2005,-17.426,145.703,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.714,-17.368",2010,-17.368,145.714,"Pelodryadidae","Litoria",2,2,3926,86
"Litoria rheocola","145.717,-17.365",2010,-17.365,145.717,"Pelodryadidae","Litoria",144,33,3926,86
"Litoria rheocola","145.731,-17.375",1999,-17.375,145.731,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.731,-17.375",2000,-17.375,145.731,"Pelodryadidae","Litoria",5,0,3926,86
"Litoria rheocola","145.756,-17.599",1999,-17.599,145.756,"Pelodryadidae","Litoria",6,0,3926,86
"Litoria rheocola","145.756,-17.599",2000,-17.599,145.756,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.756,-17.599",2001,-17.599,145.756,"Pelodryadidae","Litoria",4,1,3926,86
"Litoria rheocola","145.757,-17.587",2000,-17.587,145.757,"Pelodryadidae","Litoria",5,0,3926,86
"Litoria rheocola","145.757,-17.587",2001,-17.587,145.757,"Pelodryadidae","Litoria",1,1,3926,86
"Litoria rheocola","145.757,-17.597",2004,-17.597,145.757,"Pelodryadidae","Litoria",4,2,3926,86
"Litoria rheocola","145.757,-17.597",2005,-17.597,145.757,"Pelodryadidae","Litoria",10,3,3926,86
"Litoria rheocola","145.772,-17.372",1998,-17.372,145.772,"Pelodryadidae","Litoria",4,0,3926,86
"Litoria rheocola","145.772,-17.372",1999,-17.372,145.772,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.772,-17.372",2000,-17.372,145.772,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.773,-17.379",2010,-17.379,145.773,"Pelodryadidae","Litoria",2,2,3926,86
"Litoria rheocola","145.775,-17.242",1999,-17.242,145.775,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.775,-17.242",2000,-17.242,145.775,"Pelodryadidae","Litoria",4,0,3926,86
"Litoria rheocola","145.775,-17.378",2010,-17.378,145.775,"Pelodryadidae","Litoria",222,65,3926,86
"Litoria rheocola","145.838,-18.199",1998,-18.199,145.838,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","145.838,-18.199",1999,-18.199,145.838,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.838,-18.199",2000,-18.199,145.838,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.844,-17.43",1998,-17.43,145.844,"Pelodryadidae","Litoria",2,0,3926,86
"Litoria rheocola","145.844,-17.43",1999,-17.43,145.844,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.844,-17.43",2000,-17.43,145.844,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.844,-17.43",2001,-17.43,145.844,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","145.867,-18.183",2007,-18.183,145.867,"Pelodryadidae","Litoria",148,46,3926,86
"Litoria rheocola","145.901,-17.27",1999,-17.27,145.901,"Pelodryadidae","Litoria",43,12,3926,86
"Litoria rheocola","145.901,-17.27",2000,-17.27,145.901,"Pelodryadidae","Litoria",48,8,3926,86
"Litoria rheocola","145.901,-17.27",2001,-17.27,145.901,"Pelodryadidae","Litoria",20,10,3926,86
"Litoria rheocola","145.918,-17.308",1999,-17.308,145.918,"Pelodryadidae","Litoria",23,7,3926,86
"Litoria rheocola","145.918,-17.308",2000,-17.308,145.918,"Pelodryadidae","Litoria",40,10,3926,86
"Litoria rheocola","145.918,-17.308",2001,-17.308,145.918,"Pelodryadidae","Litoria",19,11,3926,86
"Litoria rheocola","145.921,-17.308",2010,-17.308,145.921,"Pelodryadidae","Litoria",2,2,3926,86
"Litoria rheocola","145.922,-17.307",2010,-17.307,145.922,"Pelodryadidae","Litoria",376,59,3926,86
"Litoria rheocola","145.987,-17.649",2010,-17.649,145.987,"Pelodryadidae","Litoria",352,71,3926,86
"Litoria rheocola","145.987,-17.65",2010,-17.65,145.987,"Pelodryadidae","Litoria",2,2,3926,86
"Litoria rheocola","146.063,-17.852",1999,-17.852,146.063,"Pelodryadidae","Litoria",3,0,3926,86
"Litoria rheocola","146.063,-17.852",2000,-17.852,146.063,"Pelodryadidae","Litoria",1,0,3926,86
"Litoria rheocola","146.069,-17.92",2010,-17.92,146.069,"Pelodryadidae","Litoria",259,67,3926,86
"Litoria rheocola","146.069,-17.921",2010,-17.921,146.069,"Pelodryadidae","Litoria",1,1,3926,86
"Litoria rheocola","146.069,-17.922",2010,-17.922,146.069,"Pelodryadidae","Litoria",1,1,3926,86
"Litoria rothii","126.271,-15.338",2011,-15.338,126.271,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rothii","128.733,-15.867",1999,-15.867,128.733,"Pelodryadidae","Litoria",9,0,55,14
"Litoria rothii","128.833,-15.517",1999,-15.517,128.833,"Pelodryadidae","Litoria",11,0,55,14
"Litoria rothii","133.085,-14.908",1999,-14.908,133.085,"Pelodryadidae","Litoria",2,0,55,14
"Litoria rothii","135.41,-15.7",1999,-15.7,135.41,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rothii","145.154,-15.424",2005,-15.424,145.154,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rothii","145.45,-17.329",2007,-17.329,145.45,"Pelodryadidae","Litoria",4,0,55,14
"Litoria rothii","145.571,-16.911",2003,-16.911,145.571,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rothii","145.716,-17.839",2000,-17.839,145.716,"Pelodryadidae","Litoria",12,0,55,14
"Litoria rothii","145.716,-17.839",2001,-17.839,145.716,"Pelodryadidae","Litoria",6,0,55,14
"Litoria rothii","145.716,-17.839",2002,-17.839,145.716,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rothii","147.865,-20.308",2002,-20.308,147.865,"Pelodryadidae","Litoria",4,0,55,14
"Litoria rothii","147.938,-19.952",2002,-19.952,147.938,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rothii","148.152,-20.072",2002,-20.072,148.152,"Pelodryadidae","Litoria",1,0,55,14
"Litoria rubella","119.6,-24.7",1999,-24.7,119.6,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","133.085,-14.908",1999,-14.908,133.085,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","135.41,-15.7",1999,-15.7,135.41,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","140.555,-19.368",2003,-19.368,140.555,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","141.244,-17.898",2016,-17.898,141.244,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","142.216,-18.166",2016,-18.166,142.216,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","143.351,-18.3",2016,-18.3,143.351,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","144.222,-19.595",2016,-19.595,144.222,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","144.587,-15.673",2016,-15.673,144.587,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","145.362,-17.405",2006,-17.405,145.362,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","145.45,-17.329",2007,-17.329,145.45,"Pelodryadidae","Litoria",20,0,108,31
"Litoria rubella","145.45,-17.54",2005,-17.54,145.45,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","145.457,-17.438",2007,-17.438,145.457,"Pelodryadidae","Litoria",2,0,108,31
"Litoria rubella","145.458,-17.643",2005,-17.643,145.458,"Pelodryadidae","Litoria",10,0,108,31
"Litoria rubella","145.458,-17.644",2006,-17.644,145.458,"Pelodryadidae","Litoria",2,0,108,31
"Litoria rubella","145.463,-17.599",2006,-17.599,145.463,"Pelodryadidae","Litoria",2,0,108,31
"Litoria rubella","145.464,-17.634",2005,-17.634,145.464,"Pelodryadidae","Litoria",8,0,108,31
"Litoria rubella","145.571,-16.911",2003,-16.911,145.571,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","145.585,-16.923",2003,-16.923,145.585,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","145.716,-17.839",2000,-17.839,145.716,"Pelodryadidae","Litoria",20,0,108,31
"Litoria rubella","145.716,-17.839",2001,-17.839,145.716,"Pelodryadidae","Litoria",3,0,108,31
"Litoria rubella","145.716,-17.839",2002,-17.839,145.716,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","147.542,-30.681",2009,-30.681,147.542,"Pelodryadidae","Litoria",16,2,108,31
"Litoria rubella","147.865,-20.308",2002,-20.308,147.865,"Pelodryadidae","Litoria",4,0,108,31
"Litoria rubella","147.938,-19.952",2002,-19.952,147.938,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","148.097,-20.006",2002,-20.006,148.097,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","148.104,-19.951",2002,-19.951,148.104,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","148.152,-20.072",2002,-20.072,148.152,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","148.153,-20.072",2002,-20.072,148.153,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","152.153,-25.153",1998,-25.153,152.153,"Pelodryadidae","Litoria",1,0,108,31
"Litoria rubella","152.525,-28.016",1999,-28.016,152.525,"Pelodryadidae","Litoria",1,0,108,31
"Litoria serrata","144.975,-16.213",1998,-16.213,144.975,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.033,-16.217",1993,-16.217,145.033,"Pelodryadidae","Litoria",1,1,1168,124
"Litoria serrata","145.167,-16.464",2006,-16.464,145.167,"Pelodryadidae","Litoria",27,5,1168,124
"Litoria serrata","145.183,-16.453",2006,-16.453,145.183,"Pelodryadidae","Litoria",12,2,1168,124
"Litoria serrata","145.209,-15.891",1998,-15.891,145.209,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.209,-15.891",1999,-15.891,145.209,"Pelodryadidae","Litoria",9,3,1168,124
"Litoria serrata","145.209,-15.891",2001,-15.891,145.209,"Pelodryadidae","Litoria",11,0,1168,124
"Litoria serrata","145.21,-15.89",2004,-15.89,145.21,"Pelodryadidae","Litoria",22,9,1168,124
"Litoria serrata","145.21,-15.89",2005,-15.89,145.21,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.262,-15.71",1998,-15.71,145.262,"Pelodryadidae","Litoria",9,1,1168,124
"Litoria serrata","145.262,-15.71",2000,-15.71,145.262,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.262,-15.71",2001,-15.71,145.262,"Pelodryadidae","Litoria",8,0,1168,124
"Litoria serrata","145.262,-15.71",2002,-15.71,145.262,"Pelodryadidae","Litoria",8,0,1168,124
"Litoria serrata","145.264,-15.708",2004,-15.708,145.264,"Pelodryadidae","Litoria",139,52,1168,124
"Litoria serrata","145.264,-15.708",2005,-15.708,145.264,"Pelodryadidae","Litoria",37,2,1168,124
"Litoria serrata","145.268,-16.574",1998,-16.574,145.268,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.268,-16.574",1999,-16.574,145.268,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.268,-16.574",2000,-16.574,145.268,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.268,-16.574",2001,-16.574,145.268,"Pelodryadidae","Litoria",7,0,1168,124
"Litoria serrata","145.273,-15.714",1993,-15.714,145.273,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.273,-15.714",1998,-15.714,145.273,"Pelodryadidae","Litoria",7,1,1168,124
"Litoria serrata","145.273,-15.714",1999,-15.714,145.273,"Pelodryadidae","Litoria",55,5,1168,124
"Litoria serrata","145.273,-15.714",2000,-15.714,145.273,"Pelodryadidae","Litoria",54,5,1168,124
"Litoria serrata","145.273,-15.714",2001,-15.714,145.273,"Pelodryadidae","Litoria",35,0,1168,124
"Litoria serrata","145.273,-15.714",2002,-15.714,145.273,"Pelodryadidae","Litoria",30,5,1168,124
"Litoria serrata","145.278,-16.595",1998,-16.595,145.278,"Pelodryadidae","Litoria",3,1,1168,124
"Litoria serrata","145.278,-16.595",2001,-16.595,145.278,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.279,-16.516",1999,-16.516,145.279,"Pelodryadidae","Litoria",3,2,1168,124
"Litoria serrata","145.292,-15.785",1999,-15.785,145.292,"Pelodryadidae","Litoria",8,1,1168,124
"Litoria serrata","145.292,-15.785",2001,-15.785,145.292,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.297,-15.79",1999,-15.79,145.297,"Pelodryadidae","Litoria",8,0,1168,124
"Litoria serrata","145.297,-15.79",2000,-15.79,145.297,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.317,-15.81",1999,-15.81,145.317,"Pelodryadidae","Litoria",9,0,1168,124
"Litoria serrata","145.317,-15.81",2001,-15.81,145.317,"Pelodryadidae","Litoria",6,1,1168,124
"Litoria serrata","145.325,-16.475",1998,-16.475,145.325,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.325,-16.475",1999,-16.475,145.325,"Pelodryadidae","Litoria",9,0,1168,124
"Litoria serrata","145.325,-16.475",2000,-16.475,145.325,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.413,-17.331",2003,-17.331,145.413,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.45,-17.54",2005,-17.54,145.45,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.457,-16.067",2000,-16.067,145.457,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.457,-17.438",2007,-17.438,145.457,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.484,-17.43",1999,-17.43,145.484,"Pelodryadidae","Litoria",2,2,1168,124
"Litoria serrata","145.484,-17.43",2000,-17.43,145.484,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.484,-17.43",2001,-17.43,145.484,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.488,-17.428",1998,-17.428,145.488,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.488,-17.428",1999,-17.428,145.488,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.488,-17.428",2000,-17.428,145.488,"Pelodryadidae","Litoria",12,1,1168,124
"Litoria serrata","145.489,-17.426",2004,-17.426,145.489,"Pelodryadidae","Litoria",10,2,1168,124
"Litoria serrata","145.489,-17.426",2005,-17.426,145.489,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.515,-17.542",2000,-17.542,145.515,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.523,-17.701",1998,-17.701,145.523,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.523,-17.701",1999,-17.701,145.523,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.523,-17.701",2000,-17.701,145.523,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.557,-17.779",1998,-17.779,145.557,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.557,-17.779",1999,-17.779,145.557,"Pelodryadidae","Litoria",10,0,1168,124
"Litoria serrata","145.557,-17.779",2000,-17.779,145.557,"Pelodryadidae","Litoria",8,1,1168,124
"Litoria serrata","145.56,-17.611",1998,-17.611,145.56,"Pelodryadidae","Litoria",1,1,1168,124
"Litoria serrata","145.56,-17.611",1999,-17.611,145.56,"Pelodryadidae","Litoria",4,0,1168,124
"Litoria serrata","145.56,-17.611",2000,-17.611,145.56,"Pelodryadidae","Litoria",10,0,1168,124
"Litoria serrata","145.626,-17.602",1999,-17.602,145.626,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.626,-17.602",2000,-17.602,145.626,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.626,-18.076",1998,-18.076,145.626,"Pelodryadidae","Litoria",7,0,1168,124
"Litoria serrata","145.626,-18.076",1999,-18.076,145.626,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.626,-18.076",2000,-18.076,145.626,"Pelodryadidae","Litoria",2,0,1168,124
